IMPORTER NAME,IMPORTER ADDRESS,COUNTRY,HS CODE,PRODUCT DESCRIPTION,PRODUCT,MAPPED COMMODITY,PRICE 
VIVO MOBILE INDIA PRIVATE LIMITED,VIVO MOBILE INDIA PVT LTD J 151 PARK PLACE GOLF COURSE ROAD DLF CITY PHASE 5 PIN 122002 ,India,74198090,3544691 SHIELDING CASE CUPRONICKEL PARTS FOR MFG OF MOBILEPHONE PCBA 3544691 SHIELDING CASE CUPRONICKEL PARTS FOR MFG OF MOBILE,3544691 SHIELDING CASE,3544691 SHIELDING,Negotiable
SMC CORPORATION INDIA PRIVATE LIMITED,SMC PNEUMATICS INDIA PRIVATE LIMITED B 94 ASHOKA ENCLAVE PIRAGARHI ROHTAK ROAD NEW DELHI PIN 110087 ,India,74122090,KK3P 06H COPPER ALLOY FITTING PARTS OF AIR CONTROL EQUIPMENT FOR CAPTIVE CONSUMPTION KK3P 06H COPPER ALLOY FITTING PARTS OF AIR CONTROL EQUIPMEN,KK3P 06H COPPER,KK3P 06H,Negotiable
SYSTEM ENGINEERS CUTTING AND WELDING PRIVATE LIMIT,SYSTEM ENGINEERS CUTTING amp WELDING PVT LTD PLOT NO 24 SECTOR 59 PRAGATI VIHAR FARIDABAD HARYANA PIN 121004 ,India,74122090,015889 ADAPTER 1 2 NATIONAL PIPE THREAD X 1 2 PUSH IN TUBE45 SWIVEL BRASS PARTS OF PLASMA CUTTING MACHINE 015889 ADAPTER 1 2 NATIONAL PIPE THREAD X 1 2 PUSH IN TUBE,015889 ADAPTER 1,015889 ADAPTER,Negotiable
OPPO MOBILES INDIA PRIVATE LIMITED,OPPO MOBILES INDIA PVT LTD F 16 OKHLA INDUSTRIAL AREA PHASE I NEW DELHI PIN 110020 ,India,74198090,612702000481 COPPER CONDUCTIVE SHEET PART FOR MFG OF MOBILE PHONE COPPER CONDUCTIVE SHEET,612702000481 COPPER CONDUCTIVE,612702000481 COPPER,Negotiable
STALLION INC ,STALLION INC C 262 SECTOR 63 NEAR POLICE STATION NOIDA UTTAR PRADESH PIN 201302 ,India,74122090,F25062 MULTITUBO METAL PRESS TEE RED 40 X 25 X 40 BRASS PLUMBING FITTING F25062 MULTITUBO METAL PRESS TEE RED 40 X 25 X 40 BRASS ,F25062 MULTITUBO METAL,F25062 MULTITUBO,Negotiable
FIMA JAL FAUCETS PRIVATE LIMITED,FIMA JAL FAUCETS PRIVATE LIMITEDD 192 BLOCK B GROUND amp FIRST FLOOR INDUSTRIAL AREA PHASE VIII B ,India,74182010,F3119E2CR Volume controller CHROME EXPOSED PART ONLY BUILT IN SHOWER BATH MIXER F3800 WITH 2 OUTLETS DIVERTER L SNAP ,F3119E2CR Volume controller,F3119E2CR Volume,Negotiable
NMTRONICS INDIA PRIVATE LIMITED,NMTRONICS INDIA PRIVATE LIMITED LB 2 PRAKASH DEEP BUILDING 7 TOLSTOY MARG NEW DELHI PIN 110001 ,India,74153990,8789K HEX STANDOFF M4 0 7X 50 LG MXF PART OF REFLOW OVEN MACHINE 8789K HEX STANDOFF M4 0 7X 50 LG MXF PART OF REFLOW OVEN MA,8789K HEX STANDOFF,8789K HEX,Negotiable
FCML DISTRIBUTORS PRIVATE LIMITED,FCML DISTRIBUTORS PRIVATE LIMITED A 217 OKHLA INDUSTRIAL AREA PHASE I NEW DELHI PIN 110020 ,India,74181039,66001 845 Basin mixer with waste and connecting flexibles Can BASIN WASTE 66001 845 Basin mixer with waste and connecting flexibles C,66001 845 Basin,66001 845,Negotiable
MISUMI INDIA PRIVATE LIMITED,MISUMI INDIA PVT LTD 3RD FL ONYX BUILDING NORTH MAIN ROAD KOREGAON PARIK PUNE MAH PIN 411001 ,India,74122090,COUPLING ONE TOUCHJOINT MMP F1 8 STANDARD COMPONENTS FOR PRESS DIE AND PLASTIC MOULD COUPLING ONE TOUCHJOINT MMP F1 8 STANDARD COMPONENTS FOR PR,COUPLING ONE TOUCHJOINT,COUPLING ONE,Negotiable
WIKA INSTRUMENTS INDIA PRIVATE LIMITED,WIKA INSTRUMENTS INDIA PVT LTD PLOT NO 40 GAT NO 94 100HI CLIF INDUSTRIAL ESTATE VILLAGE KESNANDPUNE MAHRASHTRA PIN 411207 ,India,74122019,31111530 SKT SOCKET ASSY 111 12 050 063 KF G1 8B CBM CW614NMATM PART FOR PRESSURE GAUGE 31111530 SKT SOCKET ASSY 111 12 050 063 KF G1 8B CBM CW614N,31111530 SKT SOCKET,31111530 SKT,Negotiable
BHAGWATI PRODUCTS LIMITED,BHAGWATI PRODUCTS LTD 205MANGALAM A 24HEMANTA BASU SARANI KOLKATAW B PIN 700001 ,India,74102200,HQ258030029Y2 BB Shielding Case Conductive Copper Foil MT285YQ12035 R9 With Single Side Back Adhesive PART FOR MFG OHQ258030029Y2 BB Shielding Case Conductive Copper Foil MT285,HQ258030029Y2 BB Shielding,HQ258030029Y2 BB,Negotiable
OPPO MOBILES INDIA PRIVATE LIMITED,OPPO MOBILES INDIA PVT LTD F 16 OKHLA INDUSTRIAL AREA PHASE I NEW DELHI PIN 110020 ,India,74198090,612702000482 CONDUCTIVE COPPER SHEET PART FOR MFG OF MOBILE PHONE CONDUCTIVE COPPER SHEET,612702000482 CONDUCTIVE COPPER,612702000482 CONDUCTIVE,Negotiable
VIVO MOBILE INDIA PRIVATE LIMITED,VIVO MOBILE INDIA PVT LTD J 151 PARK PLACE GOLF COURSE ROAD DLF CITY PHASE 5 PIN 122002 ,India,74198090,3544682 SHIELDING CASE CUPRONICKEL PARTS FOR MFG OF MOBILEPHONE PCBA 3544682 SHIELDING CASE CUPRONICKEL PARTS FOR MFG OF MOBILE,3544682 SHIELDING CASE,3544682 SHIELDING,Negotiable
VIVO MOBILE INDIA PRIVATE LIMITED,VIVO MOBILE INDIA PVT LTD J 151 PARK PLACE GOLF COURSE ROAD DLF CITY PHASE 5 PIN 122002 ,India,74102100,4879786 CONDUCTIVECOPPERFOIL PARTS FOR MFG OF MOBILE PHONE 4879786 CONDUCTIVECOPPERFOIL PARTS FOR MFG OF MOBILE PHON,4879786 CONDUCTIVECOPPERFOIL PARTS,4879786 CONDUCTIVECOPPERFOIL,Negotiable
BHAGWATI PRODUCTS LIMITED,BHAGWATI PRODUCTS LTD 205MANGALAM A 24HEMANTA BASU SARANI KOLKATAW B PIN 700001 ,India,74102200,HQ258030029X2 Copper foil BB CU 35 67 29 45 0 03mm PART FOR MFG OF PCBA OF CELLULAR MOBILE PHONE HQ258030029X2 Copper foil BB CU 35 67 29 45 0 03mm PART FO,HQ258030029X2 Copper foil,HQ258030029X2 Copper,Negotiable
SMC CORPORATION INDIA PRIVATE LIMITED,SMC PNEUMATICS INDIA PRIVATE LIMITED B 94 ASHOKA ENCLAVE PIRAGARHI ROHTAK ROAD NEW DELHI PIN 110087 ,India,74122090,KK4S 04MS COPPER ALLOY FITTING PARTS OF AIR CONTROL EQUIPMENT FOR CAPTIVE CONSUMPTION KK4S 04MS COPPER ALLOY FITTING PARTS OF AIR CONTROL EQUIPME,KK4S 04MS COPPER,KK4S 04MS,Negotiable
IMI NORGREN HERION PRIVATE LIMITED,IMI NORGREN HERION P LTD C 151OKHLA INDUSTRIAL AREA PHASE I NEW DELHI PIN 110020 ,India,74122090,C02250838 PFITC 8MM G3 8 STRAIGHT ADAPTOR EXTERNAL INTERNALHEX PNEUMATIC PARTS C02250838 PFITC 8MM G3 8 STRAIGHT ADAPTOR EXTERNAL INTERNAL,C02250838 PFITC 8MM,C02250838 PFITC,Negotiable
KRN HEAT EXCHANGER AND REFRIGERATION LIMITED,KRN HEAT EXCHANGER AND REFRIGERATION LIMITED Address FLAT NO 1004 BLOCK B 10TH FLOOR SKY VIEW APARTMENTS BHIWADI,India,74121000,COPPER FITTING CU TOP RETURN BEND 3 8 76 2P X 3 2 ID RCUTO380760320 ,COPPER FITTING CU,COPPER FITTING,Negotiable
HYDRO MART INDIA ,Null,India,74122012,PNEUMATIC CONNECTOR BRASS FSC08 G04 8 1 2 G THREAD PNEUMATIC CONNECTOR BRASS FSC08 G04 8 1 2 G THREAD,PNEUMATIC CONNECTOR BRASS,PNEUMATIC CONNECTOR,Negotiable
HANSGROHE INDIA PRIVATE LIMITED,HANSGROHE INDIA PRIVATE LIMITED OFICE NO 601 604 6TH FLR LUNKAD SKYSTATION VIMAN NAGAR PUNE MAH PIN 411014 ,India,74182020,26281677 HG HG VERNIS SHAPE OHS 230 1J MB CN 26281677 HG HG VERNIS SHAPE OHS 230 1J MB CN,26281677 HG HG,26281677 HG,Negotiable
J PAN TUBULAR COMPONENTS PRIVATE LIMITED,J PAN TUBULAR COMPONENTS PVT LIMITED A 44 BASEMENT AMAR COLONYLAJPAT NAGAR IV NEW DELHI PIN 110024 ,India,74072990,COPPER SPOOL COPSIL 0 BCUP 2 DIA 1 6 X 10KG COPPER SPOOL,COPPER SPOOL COPSIL,COPPER SPOOL,Negotiable
UNO MINDARIKA PRIVATE LIMITED,MINDARIKA PVT LTD B 64 1 WAZIRPUR INDUSTRIAL AREA DELHI PIN 110052 ,India,74091100,SILVER PLATED COPPER STRIP AG C 5210R 0 20 X 15 00MM PARTNO RTSPHEBRG0009Z SILVER PLATED COPPER STRIP AG C 5210R 0 20 X 15 00MM PART,SILVER PLATED COPPER,SILVER PLATED,Negotiable
PRIJAI COOLTECH PRIVATE LIMITED,PRIJAI COOLTECH PVT LTD 1106 84 KALPAVRUKSHAVASANT VIHARPOKHRAN ROAD NO 2 THANE W DIST THANE MAHARASHTRA PIN 400607 ,India,74111000,COPPER TUBE SMOOTH 5 MM X 0 41 MM COPPER TUBE SMOOTH 5 MM X 0 41 MM,COPPER TUBE SMOOTH,COPPER TUBE,Negotiable
EPITOME COMPONENTS PRIVATE LIMITED,EPITOME COMPONENTS LTD G 17 M I D C AHMEDNAGAR MAHARASHTRA PIN 414111 ,India,74102100,GLASS EPOXY COPPER CLAD LAMINATES 1 6MM 1245MMX1092MM FORPCB MANUFACTURING 1200 SHEETSGLASS EPOXY COPPER CLAD LAMINATES 1 6MM 1245MMX1092MM FOR,GLASS EPOXY COPPER,GLASS EPOXY,Negotiable
Copper King International,Copper King InternationalN A N A,India,74111000,SEAMLESS COPPER TUBE 4 76 X 0 60 X LWC C1220T COPPER TUBESOF REFINED COPPER SEAMLESS COPPER TUBE GOODS FOR CAPTIVE UCOPPER TUBES,SEAMLESS COPPER TUBE,SEAMLESS COPPER,Negotiable
PROSE TECHNOLOGIES INDIA PRIVATE LIMITED,ROSENBERGER ELECTRONICS COMPANY INDIA PRIVATE LIMITEDH 3 157 2ND FLOORVIKAS PURI NEW DELHI PIN 110018 ,India,74153390,TUNING SCREW M5X12 TS M5 12 601146 TUNING SCREW M5X12 TS M5 12 601146,TUNING SCREW M5X12,TUNING SCREW,Negotiable
MEHTA TUBES LIMITED,MEHTA TUBES LIMITED CHAR RASTA NANAPONDHA TALUKA KAPRADA DIST VALSAD GUJARAT PIN 395002 ,India,74040012,COPPER SCRAP CANDY AS PER ISRI PSIC NO 467815AM26 COPPER SCRAP,COPPER SCRAP CANDY,COPPER SCRAP,Negotiable
YUG ENTERPRISE,YUG ENTERPRISEA 402 SEETA MAHAL CARTER ROAD NO 5 BORIVALI EAST ,India,74122019,HOSE COUPPLINGS 20 PCS HOSE COUPPLINGS,HOSE COUPPLINGS 20,HOSE COUPPLINGS,Negotiable
CARRIER AIRCONDITIONING REFRIGERATION LIMITED,CARRIER AIRCONDITIONING amp REFRIGERATION LTD NARSINGPURKHERKI DHAULA POST GURGAONHARYANA PIN 122001 ,India,74111000,COPPER TUBES BRAND TOTALINE P NO 2007869 SIZE 12 7MMx0 8MMx15 24M WROUGHT COPPER TUBES FOR REFRIGERATION AC AS PCOPPER TUBES BRAND TOTALINE P NO 2007869 SIZE 12 7MMx0 8,COPPER TUBES BRAND,COPPER TUBES,Negotiable
P N VENTURES,P N VENTURESSHOP NO 301 3FLR CRYSTAL SHOOPERS PARADIES 33RD ROAD BANDRA WEST ,India,74153990,METAL FITTING SCREWS 11x10 NF GOLD QTY 10000 PCS METAL FITTING SCREWS 11x10 NF GOLD QTY 10000 PCS,METAL FITTING SCREWS,METAL FITTING,Negotiable
POMETON INDIA PRIVATE LIMITED,POMETON INDIA PRIVATE LIMITED A 209 SHOPPERS ORBIT PUNE ALANDI ROADVISHRANTWADI PUNE MAH PIN 411015 ,India,74061000,BRASS POWDER CUZN30 OT212 43102AAE08 6 TON BRASS POWDER CUZN30 OT212 43102AAE08 6 TON ,BRASS POWDER CUZN30,BRASS POWDER,Negotiable
GODREJ AND BOYCE MANUFACTURING COMPANY LIMITED,GODREJ amp BOYCE MFG CO LTD PIROJSHANAGAR L B S MARG VIKHROLI MUMBAIMAHARASHTRA PIN 400079 ,India,74111000,PLAIN COPPER TUBE 12 700MMX0 700MMXLWC PLAIN COPPER TUBE 12 700MMX0 700MMXLWC,PLAIN COPPER TUBE,PLAIN COPPER,Negotiable
MSS INDIA PRIVATE LIMITED,MSS INDIA PVT LTD H 8 MIDC AREA AMBAD NASIK MAH PIN 422010 ,India,74071059,COPPER PROFILE BSEN13605 CU ETP R240 64 01 X 192 02 MM PF1 X 2020 00 MM QTY 8 PCS COPPER PROFILE,COPPER PROFILE BSEN13605,COPPER PROFILE,Negotiable
SATYAM TRADE INDUSTRIES PRIVATE LIMITED,SATYAM TRADE INDUSTRIES PVT LTD GALA NO 1 ARIHANT CRYSTAL INDL BHOIPADA SATIVALI ROAD VASAI DIST THANE PIN 401210 ,India,74121000,COPPER FITTINGS REFINED M600 R 76X42 COUPLING COPPER FITTINGS REFINED,COPPER FITTINGS REFINED,COPPER FITTINGS,Negotiable
CARRIER AIRCONDITIONING REFRIGERATION LIMITED,CARRIER AIRCONDITIONING amp REFRIGERATION LTD NARSINGPURKHERKI DHAULA POST GURGAONHARYANA PIN 122001 ,India,74111000,SEAMLESS COPPER TUBES BRAND TOTALINE P NO 2001449 SIZE 15 88MMx0 71MMx15M WROUGHT COPPER TUBES FOR REFRIGERATISEAMLESS COPPER TUBES BRAND TOTALINE P NO 2001449 SIZ,SEAMLESS COPPER TUBES,SEAMLESS COPPER,Negotiable
NEXUS MULTITRADELINK LLP,NEXUS MULTITRADELINK LLP10th Floor 1010 D and C Phoenix Vijay Cross Road   Navrangpura Ahmedabad Gujarat   Ahmedabad  AHMADABAD   GUJARAT   380009 N A,India,74111000,SEAMLESS PLAIN COPPER TUBES 9 52MMX0 41MM SEAMLESS PLAIN COPPER TUBES,SEAMLESS PLAIN COPPER,SEAMLESS PLAIN,Negotiable
KOHLER INDIA CORPORATION PRIVATE LIMITED,KOHLER INDIA CORPORATION PVT LTD 138 6 6TH A CROSS RMV EXTENSION SADASHIVANAGARBANGALORE KARNATAKA PIN 560080 ,India,74182020,18355T CP DRAIN 18355T CP DRAIN,18355T CP DRAIN,18355T CP,Negotiable
HANSGROHE INDIA PRIVATE LIMITED,HANSGROHE INDIA PRIVATE LIMITED OFICE NO 601 604 6TH FLR LUNKAD SKYSTATION VIMAN NAGAR PUNE MAH PIN 411014 ,India,74182020,41717000 HG HG SPARE ROLL HOLDER LOGIS UNIVERSAL CHROME 41717000 HG HG SPARE ROLL HOLDER LOGIS UNIVERSAL CHROME,41717000 HG HG,41717000 HG,Negotiable
P N VENTURES,P N VENTURESSHOP NO 301 3FLR CRYSTAL SHOOPERS PARADIES 33RD ROAD BANDRA WEST ,India,74153990,METAL FITTING RIVETS BRASS 9X8X9 DH RIVET NF ANT LEAD FREE QTY 50000 PCSMETAL FITTING RIVETS BRASS 9X8X9 DH RIVET NF ANT LEAD FRE,METAL FITTING RIVETS,METAL FITTING,Negotiable
PRIDE IMPEX,PRIDE IMPEXN A N A,India,74102100,COPPER CLAD LAMINATE FOR MANUFACTURING PRINTED CIRCUIT BOARD 1 6MM 35 00 1000X1200MM 250 SHEETS COPPER CLAD LAMINATES,COPPER CLAD LAMINATE,COPPER CLAD,Negotiable
DHOOT AUTOCOMPONENTS PRIVATE LIMITED,DHOOT AUTOCOMPONENTS PRIVATE LIMITEDPlot No A 1 4 Shendra MIDC     Aurangabad  AURANGABAD   MAHARASHTRA   431154 ,India,74092100,BRASS STRIP TO JIS H3100 C2600R C2600R 1 2H 0 400T X 11 50W BRASS STRIP TO JIS H3100 C2600R C2600R H 0 250T X 27 504116,BRASS STRIP TO,BRASS STRIP,Negotiable
HAGER ELECTRO PRIVATE LIMITED,HAGER ELECTRO PRIVATE LIMITED OFFICE NO 2 1ST FLR SR NO 209 1209 2 209 3 FL 76 NORTH COURT KALYANI NAGAR PUNE MAHARASHTRA PIN 411006 ,India,74153990,0A0140 Collar QTY 28507 PCS PARTS FOR MANUFACTURING MINIATURE CIRCUIT BREAKER MOLDED CASECIRCUIT 0A0140 Collar QTY 28507 PCS ,0A0140 Collar QTY,0A0140 Collar,Negotiable
HANSGROHE INDIA PRIVATE LIMITED,HANSGROHE INDIA PRIVATE LIMITED OFICE NO 601 604 6TH FLR LUNKAD SKYSTATION VIMAN NAGAR PUNE MAH PIN 411014 ,India,74153310,69907745 IC ADJUSTING NUT M25 2H BAS MX AX UNO3 69907745 IC ADJUSTING NUT M25 2H BAS MX AX UNO3,69907745 IC ADJUSTING,69907745 IC,Negotiable
PROSE TECHNOLOGIES INDIA PRIVATE LIMITED,ROSENBERGER ELECTRONICS COMPANY INDIA PRIVATE LIMITEDH 3 157 2ND FLOORVIKAS PURI NEW DELHI PIN 110018 ,India,74153390,TUNING SCREW M3X12 TS M3 12 601368 TUNING SCREW M3X12 TS M3 12 601368,TUNING SCREW M3X12,TUNING SCREW,Negotiable
ENDRESS HAUSER FLOWTEC INDIA PRIVATE LIMITED,ENDRESS HAUSER FLOWTEC INDIA PVT LTD PLOT NO M 171 TO M 176 MIDC WALUJ INDUSTRIAL AREA AURANGABAD PIN 431136 ,India,74122090,50095101 EXTENSION M20X1 5 NPT1 2 W O HNBR MS NFMIMS NO MIN202100559761 DT 11 04 2025 PARTS AND ACCESSORIES FOR FLO50095101 EXTENSION M20X1 5 NPT1 2 W O HNBR MS PARTS AND AC,50095101 EXTENSION M20X1,50095101 EXTENSION,Negotiable
J PAN TUBULAR COMPONENTS PRIVATE LIMITED,J PAN TUBULAR COMPONENTS PVT LIMITED A 44 BASEMENT AMAR COLONYLAJPAT NAGAR IV NEW DELHI PIN 110024 ,India,74111000,WROUGHT AND REFINED COPPER TUBE AL O 12 00X0 80 NON GROOVED BIS NO FMCD CM L 4100197185 DT 02 01 2025 PLAIN COPPER TUBE,WROUGHT AND REFINED,WROUGHT AND,Negotiable
ABICOR BINZEL PRODUCTION INDIA PRIVATE LIMITED,ABICOR BINZEL PRODUCTION INDIA PVT LTD SR NO297298299 VILLAGE URAWADETALUKA MULSHI PUNE MAH PIN 412115 ,India,74152900,073 0013 TUBULAR RIVET DIN 7340 PARTS OF WELDING TORCH 073 0013 TUBULAR RIVET DIN 7340 PARTS OF WELDING TORCH ,073 0013 TUBULAR,073 0013,Negotiable
BRISLOY METALS INDIA PRIVATE LIMITED,BRISLOY METALS INDIA PRIVATE LIMITED711 TOWER C BUSINESS ZONE NIRVAN A COUNTRY SECTOR 50 ,India,74082190,BRASS WIRE S226 1 2MM X 12 5KG BRASS WIRE S226 1 2MM X 12 5KG ,BRASS WIRE S226,BRASS WIRE,Negotiable
ACCESSORY ARCADE,ACCESSORY ARCADE 806 TC JAINA TOWER I DISTRICT CENTRE JANAKPURI NEW DELHI PIN 110058 ,India,74198030,REIMPORT OF EXHIBTION GOODS HANDMADE SINGING BOWL REIMPORT OF EXHIBITION GOODS,REIMPORT OF EXHIBTION,REIMPORT OF,Negotiable
GEBERIT PLUMBING TECHNOLOGY INDIA PRIVATE LIMITED,GEBERIT PLUMBING TECHNOLOGY INDIA PVT LTD LAXMAN COMPLEX NO 7 6TH MAIN 4THBLOCK GORAGUNATEPALYA RING ROAD BANGALORE PIN 560022 ,India,74122090, 608 520 00 5 COMPRESSION FLANGE ADAPTER 75 RB 211 PCS SANITARY ARTICLES COPPER REG NO MIN202100560288 DT 25 06 202 608 520 00 5 COMPRESSION FLANGE ADAPTER 75 RB 211 PCS SA,608 520,608,Negotiable
HOUSE OF WATERWAYS PRIVATE LIMITED,HOUSE OF WATERWAYS PRIVATE LIMITED143 HIRANANDANI INDL ESTATE KANJUR MARG W ,India,74182020, CP FITTINGS AC225NK 1 PCS MADE OF BRASS WALL MOUNTED BATH SPOUT BRUSHED NICKEL SANITARY WARE AND ACCESSORIES CP FITTINGS AC225NK 1 PCS MADE OF BRASS WALL MOUNTED B,CP FITTINGS,CP,Negotiable
IFB INDUSTRIES LTD,IFB INDUSTRIES LTD 14 TARATOLLA ROAD KOLKATA WEST BENGAL PIN 700088 ,India,74111000,PLAIN COPPER TUBE 12 7 MM X 0 7 MM COPPER TUBE FOR AIR CONDITIONER PLAIN COPPER TUBE FOR AIR CONDITIONER ,PLAIN COPPER TUBE,PLAIN COPPER,Negotiable
TOTO INDIA INDUSTRIES PRIVATE LIMITED,TOTO INDIA INDUSTRIES PVT LTD UNIT 101 1ST FLR KAMLA EXECUTIVEPARK OFF ANDHERI KURLA ROAD MIDCLANE ANDHERI EAST MUMBAI PIN 400059 ,India,74182020,N408351 STREAMER TOTO SANITARYWARE FITTINGS 5 PCS N408351 STREAMER TOTO SANITARYWARE FITTINGS 5 PCS,N408351 STREAMER TOTO,N408351 STREAMER,Negotiable
SIEMENS LIMITED,SIEMENS LTD 130 PANDURANG BUDHKAR MARG WORLI MUMBAI MAHARASHTRA PIN 400018 ,India,74071090,G5207246 A7E11501111573 CW008A R260 DIA 64 BA OF CU R260 COPPER BAR DIA 64MM 0 19G5207246 A7E11501111573 CW008A R260 DIA 64 BA OF CU R260 CO,G5207246 A7E11501111573 CW008A,G5207246 A7E11501111573,Negotiable
C T R MANUFACTURING INDUSTRIES PRIVATE LIMITED,CTR MANUFACTURING INDUSTRIES LTD 403 BTURF ESTATESHAKTI MILLS LANEOFF DR E MOSES ROADMAHALAXMI WESTMUMBAI MAHARASHTRA PIN 400011 ,India,74082990, RAW MATERIAL FOR THE MANUFACTURE OF PLASTIC FILM CAPACITOR TCA WIRE 0 8MM RAW MATERIAL FOR THE MANUFACTURE OF PLASTIC FILM CAPACITOR ,RAW MATERIAL,RAW,Negotiable
J PAN TUBULAR COMPONENTS PRIVATE LIMITED,J PAN TUBULAR COMPONENTS PVT LIMITED A 44 BASEMENT AMAR COLONYLAJPAT NAGAR IV NEW DELHI PIN 110024 ,India,74111000,WROUGHT AND REFINED COPPER TUBE IAL O 4 76X0 40 NON GROOVED BIS NO FMCD CM L 4100197185 DT 02 01 2025 PLAIN COPPER TUBE,WROUGHT AND REFINED,WROUGHT AND,Negotiable
DYNAPAC ROAD CONSTRUCTION EQUIPMENT INDIA PRIVAT,DYNAPAC ROAD CONSTRUCTION EQUIPMENT INDIA PRIVAT Address OFFICE NO 314 WESTERN A2 WING NY ATI UNITREE YERWADA ,India,74153390,BOLTS KMU 11 4700792451 DETAILS AS PER INVOICE BOLTS KMU 11 4700792451 DETAILS AS PER INVOICE ,BOLTS KMU 11,BOLTS KMU,Negotiable
ALPHASTONE INDIA SERVICES LLP,ALPHASTONE INDIA SERVICES LLPB 7 72 1 SAFDARJUNG ENCLAVE SOUTH WEST DELHI,India,74122019,BRASS STARTER FOR EO2 30 QTY 215 NOS BRASS STARTER FOR EO2 30 QTY 215 NOS ,BRASS STARTER FOR,BRASS STARTER,Negotiable
DHOOT AUTOCOMPONENTS PRIVATE LIMITED,DHOOT AUTOCOMPONENTS PRIVATE LIMITEDPlot No A 1 4 Shendra MIDC     Aurangabad  AURANGABAD   MAHARASHTRA   431154 ,India,74092100,BRASS STRIP TO JIS H3100 C2600R C2600R H 0 250T X 27 50W BRASS STRIP TO JIS H3100 C2600R C2600R H 0 250T X 27 504116,BRASS STRIP TO,BRASS STRIP,Negotiable
MUNOT METALLOYS,MUNOT METALLOYS Address SHOP NO 20 47 BALKRISHNA NIWAS 2N D PANJRAPOLE LANE GULALWADI,India,74111000,SEAMLESS COPPER TUBE 19 05 0 65 15 24 SEAMLESS COPPER TUBE 19 05 0 65 15 24,SEAMLESS COPPER TUBE,SEAMLESS COPPER,Negotiable
GROHE INDIA PRIVATE LIMITED,GROHE INDIA PRIVATE LIMITED C O PERFECT ACCNTG amp SHARED SER E 20 1ST amp 2ND FLOOR HAUZ KHAS NEW DELHI PIN 110016 ,India,74182020,26603DL0 RSH SMARTACTIVE SHOWER RAIL 900 SANITARY ACCESSORIES COPPER SANITARY FITTINGS 5 PCS 26603DL0 RSH SMARTACTIVE SHOWER RAIL 900 SANITARY ACCESSOR,26603DL0 RSH SMARTACTIVE,26603DL0 RSH,Negotiable
Copper King International,Copper King InternationalN A N A,India,74111000,SEAMLESS COPPER TUBE 5 00 X 0 41 X LWC C1220T COPPER TUBESOF REFINED COPPER SEAMLESS COPPER TUBE GOODS FOR CAPTIVE UCOPPER TUBES,SEAMLESS COPPER TUBE,SEAMLESS COPPER,Negotiable
PRIDE IMPEX,PRIDE IMPEXN A N A,India,74102100,COPPER CLAD LAMINATE FOR MANUFACTURING PRINTED CIRCUIT BOARD 1 0MM 25 00 41X49 750 PCS COPPER CLAD LAMINATESFOR MANUFACTURING PRINTED CIRCUIT BOARD,COPPER CLAD LAMINATE,COPPER CLAD,Negotiable
RAYZON SOLAR PRIVATE LIMITED,RAYZON SOLAR PRIVATE LIMITED Address PLOT NO A 25 MATRUCHHAYA SOC NANA VARACHHA,India,74093100,TINNED COPPER INTERCONNECT BUSBAR SN60PB40 FOR MFG OF SOLARPV MODULE COPPER SIZE 0 3MMX6 0MM FINAL SIZE 0 35MMX6 0MMTINNED COPPER INTERCONNECT BUSBAR SN60PB40 FOR MFG OF SOLAR,TINNED COPPER INTERCONNECT,TINNED COPPER,Negotiable
HUBERGROUP INDIA PRIVATE LIMITED,MICRO INKS PRIVATE LIMITED BILAKHIA HOUSE MUKTANANAND MARG CHALA VAPI GUJARAT PIN 396191 ,India,74062000,STANDART SUPER INK LINING ROTOFLEX RICH PALE GOLD BRONZE POWDER STANDART SUPER INK LINING ROTOFLEX RICH PALE GOLD BRONZE POW,STANDART SUPER INK,STANDART SUPER,Negotiable
SCHMERSAL INDIA PRIVATE LIMITED,SCHMERSAL INDIA PRIVATE LIMITED 205 18 12 W E A KAROL BAGH NEW DELHI PIN 110005 ,India,74153390,HEXAGON NUT BM8 MS 101071903 INDUSTRIAL USE HEXAGON NUT BM8 MS 101071903 INDUSTRIAL USE ,HEXAGON NUT BM8,HEXAGON NUT,Negotiable
RADIUM CREATION PRIVATE LIMITED,RADIUM CREATION LTD C 32 TTC INDUSTRIAL AREAMIDC PAWANE NAVI MUMBAI PIN 400705 ,India,74198030,HOOPS PIPE CLIP BALL PINS BRASS PARTS 666130 PCS HOOPS PIPE CLIP BALL PINS BRASS PARTS 666130 PCS ,HOOPS PIPE CLIP,HOOPS PIPE,Negotiable
PROSE TECHNOLOGIES INDIA PRIVATE LIMITED,ROSENBERGER ELECTRONICS COMPANY INDIA PRIVATE LIMITEDH 3 157 2ND FLOORVIKAS PURI NEW DELHI PIN 110018 ,India,74153390,TUNING SCREW M4X16 TS M4 16 601314 TUNING SCREW M4X16 TS M4 16 601314,TUNING SCREW M4X16,TUNING SCREW,Negotiable
WAGO PRIVATE LIMITED,WAGO LIMITED C 4 5 LOWER GROUND FLOOR SAFDARJUNG DEVELOPMENT AREA NEW DELHI PIN 110016 ,India,74198090,X COM SPRING CONTACT 143 769 51128188 FOR MANUFACTURINGOF TERMINAL BLOCK X COM SPRING CONTACT 143 769 51128188 FOR MANUFACTURING,X COM SPRING,X COM,Negotiable
